"rep"	"auc"	"tree_depth"	"maxdepth"	"dataset_name"	"IMPUTED"	"prop_NAs"
7	0.914876567941566	15	15	"Obesity"	"Yes"	0.1
8	0.933314388557355	15	15	"Obesity"	"Yes"	0.1
9	0.953135100193924	15	15	"Obesity"	"Yes"	0.1
10	0.934875513970279	15	15	"Obesity"	"Yes"	0.1
11	0.956142843610874	15	15	"Obesity"	"Yes"	0.1
12	0.923105224429728	15	15	"Obesity"	"Yes"	0.1
13	0.904228434061701	15	15	"Obesity"	"Yes"	0.1
14	0.931393861892583	15	15	"Obesity"	"Yes"	0.1
15	0.943099038430408	15	15	"Obesity"	"Yes"	0.1
16	0.909520944985235	15	15	"Obesity"	"Yes"	0.1
17	0.936203466894004	15	15	"Obesity"	"Yes"	0.1
18	0.922820512820513	15	15	"Obesity"	"Yes"	0.1
19	0.897644649257552	15	15	"Obesity"	"Yes"	0.1
20	0.899969893120578	15	15	"Obesity"	"Yes"	0.1
21	0.921777654714108	15	15	"Obesity"	"Yes"	0.1
22	0.930473566837203	15	15	"Obesity"	"Yes"	0.1
23	0.918911637931034	15	15	"Obesity"	"Yes"	0.1
24	0.933088774761555	15	15	"Obesity"	"Yes"	0.1
